»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.43.0
»»»  Vision Version:	5.43.2 (R)
»»»  Vision Compiled:	12/22/22
»»»  Driver Version:	5.43.1
»»»  Windows Version:	Windows 8, 8.1 or 10
»»»  Processor Information:	x86 (AMD or Intel) - 6 Processors
»»»  Tester Name:	PLC20323-466 (30V)
»»»  Tester S/N:	PLC20323-466
»»»  Internal Amp Type:	 30V RevH   5k
»»»  Internal Amp S/N:	iAB1-478/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/10/2025 - 16:19:53
Configured:	04/10/25 10:58:41 AM
Executed:	04/10/25 04:19:14 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (µm):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PLC20323-466 (30V)
Tester Serial Number:	PLC20323-466
Return Signal Amp. Level:	0.19 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-3
Volts:	8.00
Field:	266.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	1.00e+02
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	15385

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (µC/cm2)	Capacitance (µF)	Normalized Capacitance (µF/cm2)	Dielectric Constant	Instantaneous Current (mA)
14596	9.4868e+01	-1.6428	-26.157506	-16.952126	-169521.260978	-5.749460	-0.000552
14597	9.4874e+01	-1.6400	-26.157506	0.000000	0.000000	0.000000	0.000000
14598	9.4880e+01	-1.6387	-26.121600	16.952126	169521.260978	5.749460	0.000552
14599	9.4887e+01	-1.6354	-26.137558	-7.534278	-75342.782657	-2.555315	-0.000246
14600	9.4894e+01	-1.6323	-26.101652	16.952126	169521.260978	5.749460	0.000552
14601	9.4900e+01	-1.6326	-26.137558	16.952126	169521.260978	5.749460	-0.000552
14602	9.4906e+01	-1.6294	-26.117610	9.417848	94178.478321	3.194144	0.000307
14603	9.4913e+01	-1.6264	-26.089683	13.184987	131849.869649	4.471802	0.000430
14604	9.4919e+01	-1.6256	-26.085694	1.883570	18835.695664	0.638829	0.000061
14605	9.4926e+01	-1.6231	-26.085694	0.000000	0.000000	0.000000	0.000000
14606	9.4933e+01	-1.6203	-26.089683	-1.883570	-18835.695664	-0.638829	-0.000061
14607	9.4939e+01	-1.6179	-26.085694	1.883570	18835.695664	0.638829	0.000061
14608	9.4945e+01	-1.6161	-26.069735	7.534278	75342.782657	2.555315	0.000246
14609	9.4952e+01	-1.6147	-26.081704	-5.650709	-56507.086993	-1.916487	-0.000184
14610	9.4959e+01	-1.6116	-26.037819	20.719265	207192.652306	7.027117	0.000675
14611	9.4965e+01	-1.6108	-26.049788	-5.650709	-56507.086993	-1.916487	-0.000184
14612	9.4972e+01	-1.6089	-26.029840	9.417848	94178.478321	3.194144	0.000307
14613	9.4978e+01	-1.6060	-26.013882	7.534278	75342.782657	2.555315	0.000246
14614	9.4984e+01	-1.6053	-26.009892	1.883570	18835.695664	0.638829	0.000061
14615	9.4991e+01	-1.6029	-26.013882	-1.883570	-18835.695664	-0.638829	-0.000061
14616	9.4998e+01	-1.5998	-26.009892	1.883570	18835.695664	0.638829	0.000061
14617	9.5004e+01	-1.5988	-26.013882	-1.883570	-18835.695664	-0.638829	-0.000061
14618	9.5010e+01	-1.5957	-26.013882	0.000000	0.000000	0.000000	0.000000
14619	9.5017e+01	-1.5950	-25.977976	16.952126	169521.260978	5.749460	0.000552
14620	9.5023e+01	-1.5930	-25.993934	-7.534278	-75342.782657	-2.555315	-0.000246
14621	9.5030e+01	-1.5900	-25.958028	16.952126	169521.260978	5.749460	0.000552
14622	9.5037e+01	-1.5886	-25.934091	11.301417	113014.173985	3.832973	0.000368
14623	9.5043e+01	-1.5854	-25.973986	-18.835696	-188356.956642	-6.388288	-0.000614
14624	9.5049e+01	-1.5829	-25.962018	5.650709	56507.086993	1.916487	0.000184
14625	9.5056e+01	-1.5819	-25.954038	3.767139	37671.391328	1.277658	0.000123
14626	9.5063e+01	-1.5788	-25.997924	-20.719265	-207192.652306	-7.027117	-0.000675
14627	9.5069e+01	-1.5776	-25.942070	26.369974	263699.739299	8.943604	0.000859
14628	9.5076e+01	-1.5753	-25.969997	-13.184987	-131849.869649	-4.471802	-0.000430
14629	9.5082e+01	-1.5730	-25.942070	13.184987	131849.869649	4.471802	0.000430
14630	9.5088e+01	-1.5713	-25.934091	3.767139	37671.391328	1.277658	0.000123
14631	9.5095e+01	-1.5691	-25.910153	11.301417	113014.173985	3.832973	0.000368
14632	9.5102e+01	-1.5665	-25.918132	-3.767139	-37671.391328	-1.277658	-0.000123
14633	9.5108e+01	-1.5650	-25.914143	1.883570	18835.695664	0.638829	0.000061
14634	9.5115e+01	-1.5632	-25.902174	5.650709	56507.086993	1.916487	0.000184
14635	9.5121e+01	-1.5605	-25.870258	15.068557	150685.565314	5.110631	0.000491
14636	9.5127e+01	-1.5579	-25.918132	-22.602835	-226028.347970	-7.665946	-0.000737
14637	9.5134e+01	-1.5556	-25.906164	5.650709	56507.086993	1.916487	0.000184
14638	9.5141e+01	-1.5543	-25.878237	13.184987	131849.869649	4.471802	0.000430
14639	9.5147e+01	-1.5517	-25.882226	-1.883570	-18835.695664	-0.638829	-0.000061
14640	9.5153e+01	-1.5509	-25.890206	-3.767139	-37671.391328	-1.277658	-0.000123
14641	9.5160e+01	-1.5491	-25.850310	18.835696	188356.956642	6.388288	0.000614
14642	9.5166e+01	-1.5457	-25.838341	5.650709	56507.086993	1.916487	0.000184
14643	9.5173e+01	-1.5443	-25.846320	-3.767139	-37671.391328	-1.277658	-0.000123
14644	9.5180e+01	-1.5428	-25.826373	9.417848	94178.478321	3.194144	0.000307
14645	9.5186e+01	-1.5403	-25.838341	-5.650709	-56507.086993	-1.916487	-0.000184
14646	9.5192e+01	-1.5380	-25.802435	16.952126	169521.260978	5.749460	0.000552
14647	9.5199e+01	-1.5349	-25.786477	7.534278	75342.782657	2.555315	0.000246
14648	9.5206e+01	-1.5318	-25.790467	-1.883570	-18835.695664	-0.638829	-0.000061
14649	9.5212e+01	-1.5318	-25.838341	22.602835	226028.347970	7.665946	-0.000737
14650	9.5219e+01	-1.5283	-25.758550	37.671391	376713.913284	12.776577	0.001228
14651	9.5225e+01	-1.5266	-25.782488	-11.301417	-113014.173985	-3.832973	-0.000368
14652	9.5231e+01	-1.5252	-25.802435	-9.417848	-94178.478321	-3.194144	-0.000307
14653	9.5238e+01	-1.5222	-25.762540	18.835696	188356.956642	6.388288	0.000614
14654	9.5245e+01	-1.5207	-25.758550	1.883570	18835.695664	0.638829	0.000061
14655	9.5251e+01	-1.5175	-25.806425	-22.602835	-226028.347970	-7.665946	-0.000737
14656	9.5257e+01	-1.5172	-25.758550	22.602835	226028.347970	7.665946	0.000737
14657	9.5264e+01	-1.5149	-25.770519	-5.650709	-56507.086993	-1.916487	-0.000184
14658	9.5270e+01	-1.5120	-25.718655	24.486404	244864.043635	8.304775	0.000798
14659	9.5277e+01	-1.5108	-25.730623	-5.650709	-56507.086993	-1.916487	-0.000184
14660	9.5284e+01	-1.5076	-25.758550	-13.184987	-131849.869649	-4.471802	-0.000430
14661	9.5290e+01	-1.5070	-25.758550	0.000000	0.000000	0.000000	0.000000
14662	9.5296e+01	-1.5053	-25.750571	3.767139	37671.391328	1.277658	0.000123
14663	9.5303e+01	-1.5038	-25.738603	5.650709	56507.086993	1.916487	0.000184
14664	9.5309e+01	-1.5005	-25.710676	13.184987	131849.869649	4.471802	0.000430
14665	9.5316e+01	-1.4997	-25.706686	1.883570	18835.695664	0.638829	0.000061
14666	9.5323e+01	-1.4954	-25.718655	-5.650709	-56507.086993	-1.916487	-0.000184
14667	9.5329e+01	-1.4942	-25.694717	11.301417	113014.173985	3.832973	0.000368
14668	9.5335e+01	-1.4916	-25.706686	-5.650709	-56507.086993	-1.916487	-0.000184
14669	9.5342e+01	-1.4895	-25.686738	9.417848	94178.478321	3.194144	0.000307
14670	9.5349e+01	-1.4881	-25.678759	3.767139	37671.391328	1.277658	0.000123
14671	9.5355e+01	-1.4858	-25.662801	7.534278	75342.782657	2.555315	0.000246
14672	9.5362e+01	-1.4824	-25.654822	3.767139	37671.391328	1.277658	0.000123
14673	9.5368e+01	-1.4819	-25.662801	-3.767139	-37671.391328	-1.277658	-0.000123
14674	9.5374e+01	-1.4780	-25.690728	-13.184987	-131849.869649	-4.471802	-0.000430
14675	9.5381e+01	-1.4771	-25.646843	20.719265	207192.652306	7.027117	0.000675
14676	9.5388e+01	-1.4741	-25.658811	-5.650709	-56507.086993	-1.916487	-0.000184
14677	9.5394e+01	-1.4743	-25.594979	-30.137113	-301371.130627	-10.221262	0.000982
14678	9.5400e+01	-1.4719	-25.630885	-16.952126	-169521.260978	-5.749460	-0.000552
14679	9.5407e+01	-1.4693	-25.610937	9.417848	94178.478321	3.194144	0.000307
14680	9.5413e+01	-1.4667	-25.642853	-15.068557	-150685.565314	-5.110631	-0.000491
14681	9.5420e+01	-1.4648	-25.614926	13.184987	131849.869649	4.471802	0.000430
14682	9.5427e+01	-1.4639	-25.567052	22.602835	226028.347970	7.665946	0.000737
14683	9.5433e+01	-1.4616	-25.602958	-16.952126	-169521.260978	-5.749460	-0.000552
14684	9.5439e+01	-1.4596	-25.602958	0.000000	0.000000	0.000000	0.000000
14685	9.5446e+01	-1.4571	-25.583010	9.417848	94178.478321	3.194144	0.000307
14686	9.5453e+01	-1.4541	-25.579020	1.883570	18835.695664	0.638829	0.000061
14687	9.5459e+01	-1.4532	-25.555083	11.301417	113014.173985	3.832973	0.000368
14688	9.5466e+01	-1.4497	-25.571041	-7.534278	-75342.782657	-2.555315	-0.000246
14689	9.5472e+01	-1.4494	-25.547104	11.301417	113014.173985	3.832973	0.000368
14690	9.5478e+01	-1.4462	-25.563062	-7.534278	-75342.782657	-2.555315	-0.000246
14691	9.5485e+01	-1.4436	-25.527156	16.952126	169521.260978	5.749460	0.000552
14692	9.5492e+01	-1.4405	-25.523167	1.883570	18835.695664	0.638829	0.000061
14693	9.5498e+01	-1.4395	-25.539125	-7.534278	-75342.782657	-2.555315	-0.000246
14694	9.5504e+01	-1.4381	-25.527156	5.650709	56507.086993	1.916487	0.000184
14695	9.5511e+01	-1.4359	-25.499229	13.184987	131849.869649	4.471802	0.000430
14696	9.5517e+01	-1.4334	-25.503219	-1.883570	-18835.695664	-0.638829	-0.000061
14697	9.5524e+01	-1.4316	-25.523167	-9.417848	-94178.478321	-3.194144	-0.000307
14698	9.5531e+01	-1.4289	-25.471302	24.486404	244864.043635	8.304775	0.000798
14699	9.5537e+01	-1.4281	-25.463323	3.767139	37671.391328	1.277658	0.000123
14700	9.5543e+01	-1.4253	-25.467313	-1.883570	-18835.695664	-0.638829	-0.000061
14701	9.5550e+01	-1.4233	-25.459334	3.767139	37671.391328	1.277658	0.000123
14702	9.5556e+01	-1.4212	-25.479282	-9.417848	-94178.478321	-3.194144	-0.000307
14703	9.5563e+01	-1.4188	-25.435397	20.719265	207192.652306	7.027117	0.000675
14704	9.5570e+01	-1.4180	-25.459334	-11.301417	-113014.173985	-3.832973	-0.000368
14705	9.5576e+01	-1.4156	-25.459334	0.000000	0.000000	0.000000	0.000000
14706	9.5582e+01	-1.4123	-25.439386	9.417848	94178.478321	3.194144	0.000307
14707	9.5589e+01	-1.4108	-25.419438	9.417848	94178.478321	3.194144	0.000307
14708	9.5596e+01	-1.4085	-25.435397	-7.534278	-75342.782657	-2.555315	-0.000246
14709	9.5602e+01	-1.4070	-25.427417	3.767139	37671.391328	1.277658	0.000123
14710	9.5609e+01	-1.4036	-25.407470	9.417848	94178.478321	3.194144	0.000307
14711	9.5615e+01	-1.4029	-25.443376	-16.952126	-169521.260978	-5.749460	-0.000552
14712	9.5621e+01	-1.4006	-25.379543	30.137113	301371.130627	10.221262	0.000982
14713	9.5628e+01	-1.3985	-25.427417	-22.602835	-226028.347970	-7.665946	-0.000737
14714	9.5635e+01	-1.3969	-25.415449	5.650709	56507.086993	1.916487	0.000184
14715	9.5641e+01	-1.3942	-25.379543	16.952126	169521.260978	5.749460	0.000552
14716	9.5647e+01	-1.3913	-25.395501	-7.534278	-75342.782657	-2.555315	-0.000246
14717	9.5654e+01	-1.3907	-25.355605	18.835696	188356.956642	6.388288	0.000614
14718	9.5660e+01	-1.3867	-25.363585	-3.767139	-37671.391328	-1.277658	-0.000123
14719	9.5667e+01	-1.3872	-25.347626	-7.534278	-75342.782657	-2.555315	0.000246
14720	9.5674e+01	-1.3827	-25.355605	-3.767139	-37671.391328	-1.277658	-0.000123
14721	9.5680e+01	-1.3826	-25.375553	-9.417848	-94178.478321	-3.194144	-0.000307
14722	9.5686e+01	-1.3799	-25.319699	26.369974	263699.739299	8.943604	0.000859
14723	9.5693e+01	-1.3792	-25.315710	1.883570	18835.695664	0.638829	0.000061
14724	9.5700e+01	-1.3745	-25.335658	-9.417848	-94178.478321	-3.194144	-0.000307
14725	9.5706e+01	-1.3741	-25.311720	11.301417	113014.173985	3.832973	0.000368
14726	9.5713e+01	-1.3702	-25.323689	-5.650709	-56507.086993	-1.916487	-0.000184
14727	9.5719e+01	-1.3703	-25.315710	-3.767139	-37671.391328	-1.277658	0.000123
14728	9.5725e+01	-1.3664	-25.287783	13.184987	131849.869649	4.471802	0.000430
14729	9.5732e+01	-1.3655	-25.275814	5.650709	56507.086993	1.916487	0.000184
14730	9.5739e+01	-1.3628	-25.315710	-18.835696	-188356.956642	-6.388288	-0.000614
14731	9.5745e+01	-1.3625	-25.271825	20.719265	207192.652306	7.027117	0.000675
14732	9.5751e+01	-1.3580	-25.295762	-11.301417	-113014.173985	-3.832973	-0.000368
14733	9.5758e+01	-1.3570	-25.311720	-7.534278	-75342.782657	-2.555315	-0.000246
14734	9.5764e+01	-1.3552	-25.303741	3.767139	37671.391328	1.277658	0.000123
14735	9.5771e+01	-1.3528	-25.255867	22.602835	226028.347970	7.665946	0.000737
14736	9.5778e+01	-1.3499	-25.251877	1.883570	18835.695664	0.638829	0.000061
14737	9.5784e+01	-1.3492	-25.251877	0.000000	0.000000	0.000000	0.000000
14738	9.5790e+01	-1.3455	-25.235919	7.534278	75342.782657	2.555315	0.000246
14739	9.5797e+01	-1.3441	-25.196023	18.835696	188356.956642	6.388288	0.000614
14740	9.5803e+01	-1.3416	-25.243898	-22.602835	-226028.347970	-7.665946	-0.000737
14741	9.5810e+01	-1.3389	-25.219961	11.301417	113014.173985	3.832973	0.000368
14742	9.5817e+01	-1.3378	-25.251877	-15.068557	-150685.565314	-5.110631	-0.000491
14743	9.5823e+01	-1.3358	-25.207992	20.719265	207192.652306	7.027117	0.000675
14744	9.5829e+01	-1.3330	-25.211982	-1.883570	-18835.695664	-0.638829	-0.000061
14745	9.5836e+01	-1.3331	-25.160117	-24.486404	-244864.043635	-8.304775	0.000798
14746	9.5843e+01	-1.3299	-25.192034	-15.068557	-150685.565314	-5.110631	-0.000491
14747	9.5849e+01	-1.3279	-25.172086	9.417848	94178.478321	3.194144	0.000307
14748	9.5856e+01	-1.3268	-25.160117	5.650709	56507.086993	1.916487	0.000184
14749	9.5862e+01	-1.3233	-25.132190	13.184987	131849.869649	4.471802	0.000430
14750	9.5868e+01	-1.3196	-25.144159	-5.650709	-56507.086993	-1.916487	-0.000184
14751	9.5875e+01	-1.3197	-25.124211	-9.417848	-94178.478321	-3.194144	0.000307
14752	9.5882e+01	-1.3172	-25.172086	-22.602835	-226028.347970	-7.665946	-0.000737
14753	9.5888e+01	-1.3172	-25.152138	-9.417848	-94178.478321	-3.194144	0.000307
14754	9.5894e+01	-1.3136	-25.124211	13.184987	131849.869649	4.471802	0.000430
14755	9.5901e+01	-1.3102	-25.128201	-1.883570	-18835.695664	-0.638829	-0.000061
14756	9.5907e+01	-1.3078	-25.068358	28.253543	282535.434963	9.582433	0.000921
14757	9.5914e+01	-1.3072	-25.120222	-24.486404	-244864.043635	-8.304775	-0.000798
14758	9.5921e+01	-1.3053	-25.100274	9.417848	94178.478321	3.194144	0.000307
14759	9.5927e+01	-1.3026	-25.124211	-11.301417	-113014.173985	-3.832973	-0.000368
14760	9.5933e+01	-1.3004	-25.096284	13.184987	131849.869649	4.471802	0.000430
14761	9.5940e+01	-1.2991	-25.104264	-3.767139	-37671.391328	-1.277658	-0.000123
14762	9.5947e+01	-1.2962	-25.056389	22.602835	226028.347970	7.665946	0.000737
14763	9.5953e+01	-1.2947	-25.068358	-5.650709	-56507.086993	-1.916487	-0.000184
14764	9.5960e+01	-1.2930	-25.044420	11.301417	113014.173985	3.832973	0.000368
14765	9.5966e+01	-1.2913	-25.060379	-7.534278	-75342.782657	-2.555315	-0.000246
14766	9.5972e+01	-1.2878	-25.064368	-1.883570	-18835.695664	-0.638829	-0.000061
14767	9.5979e+01	-1.2859	-25.056389	3.767139	37671.391328	1.277658	0.000123
14768	9.5986e+01	-1.2843	-25.028462	13.184987	131849.869649	4.471802	0.000430
14769	9.5992e+01	-1.2834	-25.044420	-7.534278	-75342.782657	-2.555315	-0.000246
14770	9.5999e+01	-1.2804	-25.056389	-5.650709	-56507.086993	-1.916487	-0.000184
14771	9.6005e+01	-1.2797	-25.016493	18.835696	188356.956642	6.388288	0.000614
14772	9.6011e+01	-1.2752	-25.016493	0.000000	0.000000	0.000000	0.000000
14773	9.6018e+01	-1.2737	-25.004525	5.650709	56507.086993	1.916487	0.000184
14774	9.6025e+01	-1.2714	-24.984577	9.417848	94178.478321	3.194144	0.000307
14775	9.6031e+01	-1.2698	-24.972608	5.650709	56507.086993	1.916487	0.000184
14776	9.6037e+01	-1.2676	-24.996546	-11.301417	-113014.173985	-3.832973	-0.000368
14777	9.6044e+01	-1.2659	-24.972608	11.301417	113014.173985	3.832973	0.000368
14778	9.6050e+01	-1.2632	-24.952661	9.417848	94178.478321	3.194144	0.000307
14779	9.6057e+01	-1.2621	-24.984577	-15.068557	-150685.565314	-5.110631	-0.000491
14780	9.6064e+01	-1.2593	-24.976598	3.767139	37671.391328	1.277658	0.000123
14781	9.6070e+01	-1.2574	-24.952661	11.301417	113014.173985	3.832973	0.000368
14782	9.6076e+01	-1.2567	-24.916755	16.952126	169521.260978	5.749460	0.000552
14783	9.6083e+01	-1.2523	-24.968619	-24.486404	-244864.043635	-8.304775	-0.000798
14784	9.6090e+01	-1.2507	-24.944681	11.301417	113014.173985	3.832973	0.000368
14785	9.6096e+01	-1.2491	-24.924734	9.417848	94178.478321	3.194144	0.000307
14786	9.6103e+01	-1.2472	-24.924734	0.000000	0.000000	0.000000	0.000000
14787	9.6109e+01	-1.2447	-24.896807	13.184987	131849.869649	4.471802	0.000430
14788	9.6115e+01	-1.2431	-24.896807	0.000000	0.000000	0.000000	0.000000
14789	9.6122e+01	-1.2395	-24.888828	3.767139	37671.391328	1.277658	0.000123
14790	9.6129e+01	-1.2378	-24.908775	-9.417848	-94178.478321	-3.194144	-0.000307
14791	9.6135e+01	-1.2370	-24.884838	11.301417	113014.173985	3.832973	0.000368
14792	9.6141e+01	-1.2351	-24.896807	-5.650709	-56507.086993	-1.916487	-0.000184
14793	9.6148e+01	-1.2319	-24.872870	11.301417	113014.173985	3.832973	0.000368
14794	9.6154e+01	-1.2286	-24.872870	0.000000	0.000000	0.000000	0.000000
14795	9.6161e+01	-1.2282	-24.852922	9.417848	94178.478321	3.194144	0.000307
14796	9.6168e+01	-1.2252	-24.848932	1.883570	18835.695664	0.638829	0.000061
14797	9.6174e+01	-1.2240	-24.868880	-9.417848	-94178.478321	-3.194144	-0.000307
14798	9.6180e+01	-1.2212	-24.864890	1.883570	18835.695664	0.638829	0.000061
14799	9.6187e+01	-1.2196	-24.809037	26.369974	263699.739299	8.943604	0.000859
14800	9.6194e+01	-1.2162	-24.805047	1.883570	18835.695664	0.638829	0.000061
14801	9.6200e+01	-1.2173	-24.809037	1.883570	18835.695664	0.638829	-0.000061
14802	9.6207e+01	-1.2125	-24.761162	22.602835	226028.347970	7.665946	0.000737
14803	9.6213e+01	-1.2116	-24.805047	-20.719265	-207192.652306	-7.027117	-0.000675
14804	9.6219e+01	-1.2088	-24.817016	-5.650709	-56507.086993	-1.916487	-0.000184
14805	9.6226e+01	-1.2078	-24.781110	16.952126	169521.260978	5.749460	0.000552
14806	9.6233e+01	-1.2048	-24.777120	1.883570	18835.695664	0.638829	0.000061
14807	9.6239e+01	-1.2024	-24.789089	-5.650709	-56507.086993	-1.916487	-0.000184
14808	9.6246e+01	-1.1996	-24.757172	15.068557	150685.565314	5.110631	0.000491
14809	9.6252e+01	-1.1990	-24.777120	-9.417848	-94178.478321	-3.194144	-0.000307
14810	9.6258e+01	-1.1961	-24.769141	3.767139	37671.391328	1.277658	0.000123
14811	9.6265e+01	-1.1948	-24.741214	13.184987	131849.869649	4.471802	0.000430
14812	9.6272e+01	-1.1928	-24.765152	-11.301417	-113014.173985	-3.832973	-0.000368
14813	9.6278e+01	-1.1905	-24.729246	16.952126	169521.260978	5.749460	0.000552
14814	9.6284e+01	-1.1875	-24.725256	1.883570	18835.695664	0.638829	0.000061
14815	9.6291e+01	-1.1851	-24.717277	3.767139	37671.391328	1.277658	0.000123
14816	9.6297e+01	-1.1842	-24.685361	15.068557	150685.565314	5.110631	0.000491
14817	9.6304e+01	-1.1841	-24.713287	-13.184987	-131849.869649	-4.471802	-0.000430
14818	9.6311e+01	-1.1808	-24.673392	18.835696	188356.956642	6.388288	0.000614
14819	9.6317e+01	-1.1790	-24.693340	-9.417848	-94178.478321	-3.194144	-0.000307
14820	9.6323e+01	-1.1757	-24.673392	9.417848	94178.478321	3.194144	0.000307
14821	9.6330e+01	-1.1753	-24.657434	7.534278	75342.782657	2.555315	0.000246
14822	9.6337e+01	-1.1722	-24.693340	-16.952126	-169521.260978	-5.749460	-0.000552
14823	9.6343e+01	-1.1695	-24.665413	13.184987	131849.869649	4.471802	0.000430
14824	9.6350e+01	-1.1674	-24.637486	13.184987	131849.869649	4.471802	0.000430
14825	9.6356e+01	-1.1659	-24.661423	-11.301417	-113014.173985	-3.832973	-0.000368
14826	9.6362e+01	-1.1629	-24.629507	15.068557	150685.565314	5.110631	0.000491
14827	9.6369e+01	-1.1618	-24.625517	1.883570	18835.695664	0.638829	0.000061
14828	9.6376e+01	-1.1585	-24.653444	-13.184987	-131849.869649	-4.471802	-0.000430
14829	9.6382e+01	-1.1578	-24.617538	16.952126	169521.260978	5.749460	0.000552
14830	9.6388e+01	-1.1546	-24.577643	18.835696	188356.956642	6.388288	0.000614
14831	9.6395e+01	-1.1539	-24.629507	-24.486404	-244864.043635	-8.304775	-0.000798
14832	9.6401e+01	-1.1510	-24.597590	15.068557	150685.565314	5.110631	0.000491
14833	9.6408e+01	-1.1491	-24.577643	9.417848	94178.478321	3.194144	0.000307
14834	9.6415e+01	-1.1461	-24.609559	-15.068557	-150685.565314	-5.110631	-0.000491
14835	9.6421e+01	-1.1458	-24.577643	15.068557	150685.565314	5.110631	0.000491
14836	9.6427e+01	-1.1434	-24.525778	24.486404	244864.043635	8.304775	0.000798
14837	9.6434e+01	-1.1405	-24.577643	-24.486404	-244864.043635	-8.304775	-0.000798
14838	9.6441e+01	-1.1376	-24.585622	-3.767139	-37671.391328	-1.277658	-0.000123
14839	9.6447e+01	-1.1372	-24.537747	22.602835	226028.347970	7.665946	0.000737
14840	9.6454e+01	-1.1333	-24.561684	-11.301417	-113014.173985	-3.832973	-0.000368
14841	9.6460e+01	-1.1342	-24.517799	-20.719265	-207192.652306	-7.027117	0.000675
14842	9.6466e+01	-1.1325	-24.521789	-1.883570	-18835.695664	-0.638829	-0.000061
14843	9.6473e+01	-1.1273	-24.497852	11.301417	113014.173985	3.832973	0.000368
14844	9.6480e+01	-1.1258	-24.513810	-7.534278	-75342.782657	-2.555315	-0.000246
14845	9.6486e+01	-1.1246	-24.505831	3.767139	37671.391328	1.277658	0.000123
14846	9.6493e+01	-1.1219	-24.473914	15.068557	150685.565314	5.110631	0.000491
14847	9.6499e+01	-1.1195	-24.521789	-22.602835	-226028.347970	-7.665946	-0.000737
14848	9.6505e+01	-1.1174	-24.513810	3.767139	37671.391328	1.277658	0.000123
14849	9.6512e+01	-1.1158	-24.465935	22.602835	226028.347970	7.665946	0.000737
14850	9.6519e+01	-1.1134	-24.461946	1.883570	18835.695664	0.638829	0.000061
14851	9.6525e+01	-1.1125	-24.477904	-7.534278	-75342.782657	-2.555315	-0.000246
14852	9.6531e+01	-1.1095	-24.441998	16.952126	169521.260978	5.749460	0.000552
14853	9.6538e+01	-1.1066	-24.422050	9.417848	94178.478321	3.194144	0.000307
14854	9.6544e+01	-1.1045	-24.441998	-9.417848	-94178.478321	-3.194144	-0.000307
14855	9.6551e+01	-1.1040	-24.457956	-7.534278	-75342.782657	-2.555315	-0.000246
14856	9.6558e+01	-1.1002	-24.406092	24.486404	244864.043635	8.304775	0.000798
14857	9.6564e+01	-1.0998	-24.414071	-3.767139	-37671.391328	-1.277658	-0.000123
14858	9.6570e+01	-1.0976	-24.430029	-7.534278	-75342.782657	-2.555315	-0.000246
14859	9.6577e+01	-1.0950	-24.410081	9.417848	94178.478321	3.194144	0.000307
14860	9.6584e+01	-1.0928	-24.394123	7.534278	75342.782657	2.555315	0.000246
14861	9.6590e+01	-1.0914	-24.422050	-13.184987	-131849.869649	-4.471802	-0.000430
14862	9.6597e+01	-1.0892	-24.370186	24.486404	244864.043635	8.304775	0.000798
14863	9.6603e+01	-1.0867	-24.354228	7.534278	75342.782657	2.555315	0.000246
14864	9.6609e+01	-1.0838	-24.398113	-20.719265	-207192.652306	-7.027117	-0.000675
14865	9.6616e+01	-1.0830	-24.370186	13.184987	131849.869649	4.471802	0.000430
14866	9.6623e+01	-1.0808	-24.354228	7.534278	75342.782657	2.555315	0.000246
14867	9.6629e+01	-1.0773	-24.362207	-3.767139	-37671.391328	-1.277658	-0.000123
14868	9.6635e+01	-1.0771	-24.370186	-3.767139	-37671.391328	-1.277658	-0.000123
14869	9.6642e+01	-1.0725	-24.318322	24.486404	244864.043635	8.304775	0.000798
14870	9.6648e+01	-1.0722	-24.318322	0.000000	0.000000	0.000000	0.000000
14871	9.6655e+01	-1.0698	-24.326301	-3.767139	-37671.391328	-1.277658	-0.000123
14872	9.6662e+01	-1.0678	-24.302363	11.301417	113014.173985	3.832973	0.000368
14873	9.6668e+01	-1.0657	-24.346248	-20.719265	-207192.652306	-7.027117	-0.000675
14874	9.6674e+01	-1.0627	-24.314332	15.068557	150685.565314	5.110631	0.000491
14875	9.6681e+01	-1.0633	-24.318322	1.883570	18835.695664	0.638829	-0.000061
14876	9.6688e+01	-1.0589	-24.330290	-5.650709	-56507.086993	-1.916487	-0.000184
14877	9.6694e+01	-1.0582	-24.310343	9.417848	94178.478321	3.194144	0.000307
14878	9.6701e+01	-1.0562	-24.270447	18.835696	188356.956642	6.388288	0.000614
14879	9.6707e+01	-1.0536	-24.266457	1.883570	18835.695664	0.638829	0.000061
